curve,n,snr_db,epsilon,rate_bits
RCU+ achievable (ours),200,0.0,5.62341e-10,0
RCU+ achievable (ours),200,0.0,1.6156e-09,0.195299
RCU+ achievable (ours),200,0.0,4.64159e-09,0.203702
RCU+ achievable (ours),200,0.0,1.33352e-08,0.212367
RCU+ achievable (ours),200,0.0,3.83119e-08,0.221334
RCU+ achievable (ours),200,0.0,1.10069e-07,0.230646
RCU+ achievable (ours),200,0.0,3.16228e-07,0.240353
RCU+ achievable (ours),200,0.0,9.08518e-07,0.250516
RCU+ achievable (ours),200,0.0,2.61016e-06,0.261201
RCU+ achievable (ours),200,0.0,7.49894e-06,0.272491
RCU+ achievable (ours),200,0.0,2.15443e-05,0.284486
RCU+ achievable (ours),200,0.0,6.18966e-05,0.297312
RCU+ achievable (ours),200,0.0,0.000177828,0.311129
RCU+ achievable (ours),200,0.0,0.000510897,0.326153
RCU+ achievable (ours),200,0.0,0.0014678,0.342681
RCU+ achievable (ours),200,0.0,0.00421697,0.361148
RCU+ achievable (ours),200,0.0,0.0121153,0.382235
RCU+ achievable (ours),200,0.0,0.034807,0.407111
RCU+ achievable (ours),200,0.0,0.1,0.438118
Gallager achievable (avg err),200,0.0,1e-12,0.0939026
Gallager achievable (avg err),200,0.0,2.87298e-12,0.101501
Gallager achievable (avg err),200,0.0,8.25404e-12,0.109131
Gallager achievable (avg err),200,0.0,2.37137e-11,0.11673
Gallager achievable (avg err),200,0.0,6.81292e-11,0.124359
Gallager achievable (avg err),200,0.0,1.95734e-10,0.131958
Gallager achievable (avg err),200,0.0,5.62341e-10,0.139587
Gallager achievable (avg err),200,0.0,1.6156e-09,0.147186
Gallager achievable (avg err),200,0.0,4.64159e-09,0.154816
Gallager achievable (avg err),200,0.0,1.33352e-08,0.162415
Gallager achievable (avg err),200,0.0,3.83119e-08,0.170044
Gallager achievable (avg err),200,0.0,1.10069e-07,0.177643
Gallager achievable (avg err),200,0.0,3.16228e-07,0.185242
Gallager achievable (avg err),200,0.0,9.08518e-07,0.192871
Gallager achievable (avg err),200,0.0,2.61016e-06,0.200684
Gallager achievable (avg err),200,0.0,7.49894e-06,0.208893
Gallager achievable (avg err),200,0.0,2.15443e-05,0.21756
Gallager achievable (avg err),200,0.0,6.18966e-05,0.226746
Gallager achievable (avg err),200,0.0,0.000177828,0.236511
Gallager achievable (avg err),200,0.0,0.000510897,0.246948
Gallager achievable (avg err),200,0.0,0.0014678,0.258148
Gallager achievable (avg err),200,0.0,0.00421697,0.270294
Gallager achievable (avg err),200,0.0,0.0121153,0.283539
Gallager achievable (avg err),200,0.0,0.034807,0.298218
Gallager achievable (avg err),200,0.0,0.1,0.314697
$\kappa\beta$ achievable v2 (max err),200,0.0,1e-12,0.0025109
$\kappa\beta$ achievable v2 (max err),200,0.0,2.87298e-12,0.0101217
$\kappa\beta$ achievable v2 (max err),200,0.0,8.25404e-12,0.0177349
$\kappa\beta$ achievable v2 (max err),200,0.0,2.37137e-11,0.0253476
$\kappa\beta$ achievable v2 (max err),200,0.0,6.81292e-11,0.0329604
$\kappa\beta$ achievable v2 (max err),200,0.0,1.95734e-10,0.0405731
$\kappa\beta$ achievable v2 (max err),200,0.0,5.62341e-10,0.0497861
$\kappa\beta$ achievable v2 (max err),200,0.0,1.6156e-09,0.0639463
$\kappa\beta$ achievable v2 (max err),200,0.0,4.64159e-09,0.078403
$\kappa\beta$ achievable v2 (max err),200,0.0,1.33352e-08,0.0931847
$\kappa\beta$ achievable v2 (max err),200,0.0,3.83119e-08,0.108316
$\kappa\beta$ achievable v2 (max err),200,0.0,1.10069e-07,0.12384
$\kappa\beta$ achievable v2 (max err),200,0.0,3.16228e-07,0.13979
$\kappa\beta$ achievable v2 (max err),200,0.0,9.08518e-07,0.156222
$\kappa\beta$ achievable v2 (max err),200,0.0,2.61016e-06,0.173191
$\kappa\beta$ achievable v2 (max err),200,0.0,7.49894e-06,0.190768
$\kappa\beta$ achievable v2 (max err),200,0.0,2.15443e-05,0.209052
$\kappa\beta$ achievable v2 (max err),200,0.0,6.18966e-05,0.228147
$\kappa\beta$ achievable v2 (max err),200,0.0,0.000177828,0.248201
$\kappa\beta$ achievable v2 (max err),200,0.0,0.000510897,0.269419
$\kappa\beta$ achievable v2 (max err),200,0.0,0.0014678,0.292075
$\kappa\beta$ achievable v2 (max err),200,0.0,0.00421697,0.316567
$\kappa\beta$ achievable v2 (max err),200,0.0,0.0121153,0.343521
$\kappa\beta$ achievable v2 (max err),200,0.0,0.034807,0.374022
$\kappa\beta$ achievable v2 (max err),200,0.0,0.1,0.410172
Normal approximation,200,0.0,1e-12,0.0796615
Normal approximation,200,0.0,2.87298e-12,0.0889496
Normal approximation,200,0.0,8.25404e-12,0.0984342
Normal approximation,200,0.0,2.37137e-11,0.108129
Normal approximation,200,0.0,6.81292e-11,0.118048
Normal approximation,200,0.0,1.95734e-10,0.128207
Normal approximation,200,0.0,5.62341e-10,0.138625
Normal approximation,200,0.0,1.6156e-09,0.149322
Normal approximation,200,0.0,4.64159e-09,0.160321
Normal approximation,200,0.0,1.33352e-08,0.171649
Normal approximation,200,0.0,3.83119e-08,0.183337
Normal approximation,200,0.0,1.10069e-07,0.19542
Normal approximation,200,0.0,3.16228e-07,0.207942
Normal approximation,200,0.0,9.08518e-07,0.220952
Normal approximation,200,0.0,2.61016e-06,0.234511
Normal approximation,200,0.0,7.49894e-06,0.248692
Normal approximation,200,0.0,2.15443e-05,0.263589
Normal approximation,200,0.0,6.18966e-05,0.279317
Normal approximation,200,0.0,0.000177828,0.296029
Normal approximation,200,0.0,0.000510897,0.313928
Normal approximation,200,0.0,0.0014678,0.333297
Normal approximation,200,0.0,0.00421697,0.354551
Normal approximation,200,0.0,0.0121153,0.378335
Normal approximation,200,0.0,0.034807,0.405762
Normal approximation,200,0.0,0.1,0.43905
