curve,epsilon,n,snr_db,rate_bits
RCU+ achievable (ours),0.01,200,8,1.28996
Gallager achievable (avg err),0.01,200,-4,0.0848826
Gallager achievable (avg err),0.01,200,-3.36842,0.105732
Gallager achievable (avg err),0.01,200,-2.73684,0.130007
Gallager achievable (avg err),0.01,200,-2.10526,0.157988
Gallager achievable (avg err),0.01,200,-1.47368,0.189924
Gallager achievable (avg err),0.01,200,-0.842105,0.226064
Gallager achievable (avg err),0.01,200,-0.210526,0.266555
Gallager achievable (avg err),0.01,200,0.421053,0.311501
Gallager achievable (avg err),0.01,200,1.05263,0.360998
Gallager achievable (avg err),0.01,200,1.68421,0.414962
Gallager achievable (avg err),0.01,200,2.31579,0.473331
Gallager achievable (avg err),0.01,200,2.94737,0.536024
Gallager achievable (avg err),0.01,200,3.57895,0.602805
Gallager achievable (avg err),0.01,200,4.21053,0.673411
Gallager achievable (avg err),0.01,200,4.84211,0.747709
Gallager achievable (avg err),0.01,200,5.47368,0.825365
Gallager achievable (avg err),0.01,200,6.10526,0.906079
Gallager achievable (avg err),0.01,200,6.73684,0.989604
Gallager achievable (avg err),0.01,200,7.36842,1.07563
Gallager achievable (avg err),0.01,200,8,1.16401
$\kappa\beta$ achievable v2 (max err),0.01,200,-4,0.111362
$\kappa\beta$ achievable v2 (max err),0.01,200,-3.36842,0.13738
$\kappa\beta$ achievable v2 (max err),0.01,200,-2.73684,0.166804
$\kappa\beta$ achievable v2 (max err),0.01,200,-2.10526,0.199868
$\kappa\beta$ achievable v2 (max err),0.01,200,-1.47368,0.23674
$\kappa\beta$ achievable v2 (max err),0.01,200,-0.842105,0.277594
$\kappa\beta$ achievable v2 (max err),0.01,200,-0.210526,0.322512
$\kappa\beta$ achievable v2 (max err),0.01,200,0.421053,0.371559
$\kappa\beta$ achievable v2 (max err),0.01,200,1.05263,0.424762
$\kappa\beta$ achievable v2 (max err),0.01,200,1.68421,0.482061
$\kappa\beta$ achievable v2 (max err),0.01,200,2.31579,0.543372
$\kappa\beta$ achievable v2 (max err),0.01,200,2.94737,0.608564
$\kappa\beta$ achievable v2 (max err),0.01,200,3.57895,0.677471
$\kappa\beta$ achievable v2 (max err),0.01,200,4.21053,0.749906
$\kappa\beta$ achievable v2 (max err),0.01,200,4.84211,0.825641
$\kappa\beta$ achievable v2 (max err),0.01,200,5.47368,0.904442
$\kappa\beta$ achievable v2 (max err),0.01,200,6.10526,0.986067
$\kappa\beta$ achievable v2 (max err),0.01,200,6.73684,1.07027
$\kappa\beta$ achievable v2 (max err),0.01,200,7.36842,1.15683
$\kappa\beta$ achievable v2 (max err),0.01,200,8,1.2455
Normal approximation,0.01,200,-4,0.14357
Normal approximation,0.01,200,-3.36842,0.170004
Normal approximation,0.01,200,-2.73684,0.19989
Normal approximation,0.01,200,-2.10526,0.233441
Normal approximation,0.01,200,-1.47368,0.270838
Normal approximation,0.01,200,-0.842105,0.312225
Normal approximation,0.01,200,-0.210526,0.357703
Normal approximation,0.01,200,0.421053,0.407324
Normal approximation,0.01,200,1.05263,0.461095
Normal approximation,0.01,200,1.68421,0.518969
Normal approximation,0.01,200,2.31579,0.580855
Normal approximation,0.01,200,2.94737,0.646619
Normal approximation,0.01,200,3.57895,0.716091
Normal approximation,0.01,200,4.21053,0.789073
Normal approximation,0.01,200,4.84211,0.865346
Normal approximation,0.01,200,5.47368,0.944675
Normal approximation,0.01,200,6.10526,1.02682
Normal approximation,0.01,200,6.73684,1.11154
Normal approximation,0.01,200,7.36842,1.1986
Normal approximation,0.01,200,8,1.28777
