curve,epsilon,n,snr_db,rate_bits
Gallager achievable (avg err),0.01,100,2.94737,0.447326
Gallager achievable (avg err),0.01,100,3.57895,0.511707
Gallager achievable (avg err),0.01,100,4.21053,0.580304
Gallager achievable (avg err),0.01,100,4.84211,0.652883
Gallager achievable (avg err),0.01,100,5.47368,0.7291
Gallager achievable (avg err),0.01,100,6.10526,0.808631
Gallager achievable (avg err),0.01,100,6.73684,0.891197
Gallager achievable (avg err),0.01,100,7.36842,0.976523
Gallager achievable (avg err),0.01,100,8,1.06426
$\kappa\beta$ achievable v2 (max err),0.01,100,-4,0.0484896
$\kappa\beta$ achievable v2 (max err),0.01,100,-3.36842,0.0720738
$\kappa\beta$ achievable v2 (max err),0.01,100,-2.73684,0.0991032
$\kappa\beta$ achievable v2 (max err),0.01,100,-2.10526,0.129814
$\kappa\beta$ achievable v2 (max err),0.01,100,-1.47368,0.164399
$\kappa\beta$ achievable v2 (max err),0.01,100,-0.842105,0.203058
$\kappa\beta$ achievable v2 (max err),0.01,100,-0.210526,0.245881
$\kappa\beta$ achievable v2 (max err),0.01,100,0.421053,0.292979
$\kappa\beta$ achievable v2 (max err),0.01,100,1.05263,0.344338
$\kappa\beta$ achievable v2 (max err),0.01,100,1.68421,0.399935
$\kappa\beta$ achievable v2 (max err),0.01,100,2.31579,0.4597
$\kappa\beta$ achievable v2 (max err),0.01,100,2.94737,0.523479
$\kappa\beta$ achievable v2 (max err),0.01,100,3.57895,0.591099
$\kappa\beta$ achievable v2 (max err),0.01,100,4.21053,0.662359
$\kappa\beta$ achievable v2 (max err),0.01,100,4.84211,0.737032
$\kappa\beta$ achievable v2 (max err),0.01,100,5.47368,0.81488
$\kappa\beta$ achievable v2 (max err),0.01,100,6.10526,0.895637
$\kappa\beta$ achievable v2 (max err),0.01,100,6.73684,0.979049
$\kappa\beta$ achievable v2 (max err),0.01,100,7.36842,1.06487
$\kappa\beta$ achievable v2 (max err),0.01,100,8,1.15285
Normal approximation,0.01,100,-4,0.109102
Normal approximation,0.01,100,-3.36842,0.133455
Normal approximation,0.01,100,-2.73684,0.161328
Normal approximation,0.01,100,-2.10526,0.192952
Normal approximation,0.01,100,-1.47368,0.228525
Normal approximation,0.01,100,-0.842105,0.268206
Normal approximation,0.01,100,-0.210526,0.312109
Normal approximation,0.01,100,0.421053,0.360296
Normal approximation,0.01,100,1.05263,0.412775
Normal approximation,0.01,100,1.68421,0.469502
Normal approximation,0.01,100,2.31579,0.530381
Normal approximation,0.01,100,2.94737,0.595274
Normal approximation,0.01,100,3.57895,0.664001
Normal approximation,0.01,100,4.21053,0.736353
Normal approximation,0.01,100,4.84211,0.812099
Normal approximation,0.01,100,5.47368,0.890992
Normal approximation,0.01,100,6.10526,0.972781
Normal approximation,0.01,100,6.73684,1.05721
Normal approximation,0.01,100,7.36842,1.14404
Normal approximation,0.01,100,8,1.23302
